text,num,gender,f_form,fname,m_form
Варнавский,497,m,Варнавская,,
Лутфуллин,497,m,Лутфуллина,,
Алексашин,497,m,Алексашина,,
Ардашев,497,m,Ардашева,,
Гришкин,497,m,Гришкина,,
Долинин,497,m,Долинина,,
Семикин,497,m,Семикина,,
Гребенкина,497,f,,,Гребенкин
Серяков,497,m,Серякова,,
Губкин,497,m,Губкина,,
Тимакова,496,f,,,Тимаков
Данелян,496,u,,,
Рыжикова,496,f,,,Рыжиков
Перелыгина,496,f,,,Перелыгин
Копанев,496,m,Копанева,,
Брежнева,496,f,,,Брежнев
Шорников,496,m,Шорникова,,
Клинов,496,m,Клинова,Клин,
Желудков,496,m,Желудкова,,
Шиков,496,m,Шикова,,
Салчак,496,u,,,
Макарычев,495,m,Макарычева,,
Чегодаев,495,m,Чегодаева,,
Мухаметдинов,495,m,Мухаметдинова,Мухаметдин,
Халитова,495,f,,Халит,Халитов
Даутова,495,f,,Даут,Даутов
Лепихин,495,m,Лепихина,,
Семенец,495,u,,,
Янчук,495,u,,,
Сальков,495,m,Салькова,,
Хитрова,495,f,,,Хитров
Московкин,495,m,Московкина,,
Ельчанинов,495,m,Ельчанинова,,
Перевезенцев,495,m,Перевезенцева,,
Кропотов,495,m,Кропотова,,
Бакирова,495,f,,Бакир,Бакиров
Фасхутдинов,495,m,Фасхутдинова,Фасхутдин,
Ивашкина,494,f,,,Ивашкин
Даллакян,494,u,,,
Щербин,494,m,Щербина,,
Марьясов,494,m,Марьясова,,
Рахматулин,494,m,Рахматулина,,
Татаринцева,494,f,,,Татаринцев
Пяткова,494,f,,,Пятков
Будкин,494,m,Будкина,,
Плюхин,494,m,Плюхина,,
Собянин,494,m,Собянина,,
Ромашин,494,m,Ромашина,,
Душкин,494,m,Душкина,,
Кораблин,494,m,Кораблина,,
Нугаев,493,m,Нугаева,,
Квашнина,493,f,,,Квашнин
Шиляева,493,f,,,Шиляев
Бажина,493,f,,,Бажин
Тюленева,493,f,,,Тюленев
Грищук,493,u,,,
Демичев,493,m,Демичева,,
Елкина,493,f,,,Елкин
Толстикова,493,f,,,Толстиков
Кокоев,493,m,Кокоева,,
Колбасов,493,m,Колбасова,,
Эфендиев,493,m,Эфендиева,,
Охлопков,493,m,Охлопкова,,
Сундуков,493,m,Сундукова,,
Бережнов,493,m,Бережнова,,
Омельчук,492,u,,,
Лютиков,492,m,Лютикова,,
Бардина,492,f,,,Бардин
Назмутдинов,492,m,Назмутдинова,Назмутдин,
Кошкаров,492,m,Кошкарова,,
Просветов,492,m,Просветова,,
Бусов,492,m,Бусова,,
Каспаров,491,m,Каспарова,Каспар,
Медведь,491,u,,,
Чуйкова,491,f,,,Чуйков
Архангельская,491,f,,,Архангельский
Бариев,491,m,Бариева,,
Дорожкина,491,f,,,Дорожкин
Правдивец,491,u,,,
Грушко,491,u,,,
Богословский,491,m,Богословская,,
Капранова,491,f,,,Капранов
Миляева,490,f,,,Миляев
Галич,490,u,,,
Могилевский,490,m,Могилевская,,
Легостаев,490,m,Легостаева,,
Каверина,490,f,,,Каверин
Яруллина,490,f,,,Яруллин
Аргунов,490,m,Аргунова,,
Козырь,490,u,,,
Паутова,490,f,,,Паутов
Суздальцев,490,m,Суздальцева,,
Наумкина,490,f,,,Наумкин
Турчин,490,m,Турчина,,
Голенко,490,u,,,
Лалетин,490,m,Лалетина,,
Соболевская,490,f,,,Соболевский
Мишаков,490,m,Мишакова,,
Егоркин,489,m,Егоркина,,
Плешакова,489,f,,,Плешаков
Москвичева,489,f,,,Москвичев
Славин,489,m,Славина,,
Деменев,489,m,Деменева,,
Галочкин,489,m,Галочкина,,
Шорина,489,f,,,Шорин
Саврасов,489,m,Саврасова,,
Михно,489,u,,,
Чагин,489,m,Чагина,,
Клюшин,489,m,Клюшина,,
Шохин,489,m,Шохина,,
Акулинин,489,m,Акулинина,,
Грибакин,489,m,Грибакина,,
Галиахметов,488,m,Галиахметова,Галиахмет,
Пересыпкин,488,m,Пересыпкина,,
Рожнова,488,f,,,Рожнов
Мурыгин,488,m,Мурыгина,,
Большов,488,m,Большова,,
Шумова,488,f,,,Шумов
Полев,488,m,Полева,,
Окороков,488,m,Окорокова,,
Курдюкова,488,f,,,Курдюков
Лисицкий,488,m,Лисицкая,,
Умнова,488,f,,,Умнов
Нурисламов,488,m,Нурисламова,Нурислам,
Луньков,488,m,Лунькова,,
Юшкин,488,m,Юшкина,,
Кутырев,488,m,Кутырева,,
Середкин,488,m,Середкина,,
Лебедкин,488,m,Лебедкина,,
Великий,488,m,Великая,,
Краснобаев,487,m,Краснобаева,,
Радин,487,m,Радина,,
Дудникова,487,f,,,Дудников
Хмелевская,487,f,,,Хмелевский
Лузгин,487,m,Лузгина,,
Дорогов,487,m,Дорогова,,
Лесин,487,m,Лесина,,
Ананин,487,m,Ананина,,
Килина,486,f,,,Килин
Никитюк,486,u,,,
Паршков,486,m,Паршкова,,
Хорошева,486,f,,,Хорошев
Бутова,486,f,,,Бутов
Холина,486,f,,,Холин
Путилина,486,f,,,Путилин
Муха,486,u,,,
Ярыгина,486,f,,,Ярыгин
Чепурной,486,m,,,
Панюков,486,m,Панюкова,,
Волынец,486,u,,,
Палкина,486,f,,,Палкин
Рыбникова,486,f,,,Рыбников
Епифанцев,486,m,Епифанцева,,
Литвинцев,486,m,Литвинцева,,
Подлесный,486,m,,,
Боголюбов,485,m,Боголюбова,,
Воинов,485,m,Воинова,,
Коробкина,485,f,,,Коробкин
Бибик,485,u,,,
Караева,485,f,,,Караев
Саушкин,485,m,Саушкина,,
Зиборов,485,m,Зиборова,,
Джаббаров,485,m,Джаббарова,Джаббар,
Ивакина,485,f,,,Ивакин
Татарникова,485,f,,,Татарников
Гайдай,485,u,,,
Завалишин,485,m,Завалишина,,
Горошко,485,u,,,
Бакшеев,485,m,Бакшеева,,
Евстафьева,485,f,,,Евстафьев
Шаяхметова,485,f,,Шаяхмет,Шаяхметов
Ельцова,485,f,,,Ельцов
Дашков,485,m,Дашкова,,
Полушин,485,m,Полушина,,
Пронькина,485,f,,,Пронькин
Таскаев,485,m,Таскаева,,
Хертек,485,u,,,
Качура,484,u,,,
Дремин,484,m,Дремина,,
Гранкина,484,f,,,Гранкин
Лоншаков,484,m,Лоншакова,,
Войцеховский,484,m,Войцеховская,,
Зелинская,484,f,,,Зелинский
Белослудцев,484,m,Белослудцева,,
Насыбуллин,484,m,Насыбуллина,,
Спицин,484,m,Спицина,,
Мулин,484,m,Мулина,,
Криворотов,484,m,Криворотова,,
Шкурин,484,m,Шкурина,,
Шешалевич,484,f,,,
Позняк,483,u,,,
Мошкова,483,f,,,Мошков
Турсунов,483,m,Турсунова,Турсун,
Химич,483,u,,,
Афиногенов,483,m,Афиногенова,Афиноген,
Калита,483,u,,,
Вялых,483,u,,,
Дедков,483,m,Дедкова,,
Калганов,483,m,Калганова,,
Асланова,483,f,,Аслан,Асланов
Кореньков,483,m,Коренькова,,
Туляков,483,m,Тулякова,,
Школьников,483,m,Школьникова,,
Шафикова,483,f,,Шафик,Шафиков
Малкина,483,f,,,Малкин
Высочкин,483,m,Высочкина,,
Сотник,482,u,,,
Боровой,482,m,,,
Мосеев,482,m,Мосеева,,
Сизоненко,482,u,,,
Инкин,482,m,Инкина,,
Баранчиков,482,m,Баранчикова,,
Катин,482,m,Катина,,
Шаповаленко,482,u,,,
Син,482,m,,,
Мичурин,482,m,Мичурина,,
Фадин,482,m,Фадина,,
Ма,482,u,,,
Витковский,482,m,Витковская,,
Донгак,482,u,,,
Зинатуллин,481,m,Зинатуллина,,
Двуреченский,481,m,Двуреченская,,
Чайников,481,m,Чайникова,,
Костяев,481,m,Костяева,,
Мазаева,481,f,,,Мазаев
Фахрутдинова,481,f,,Фахрутдин,Фахрутдинов
Нилова,481,f,,Нил,Нилов
Могильников,481,m,Могильникова,,
Старшинов,481,m,Старшинова,,
Ожерельев,481,m,Ожерельева,,
Гордин,480,m,Гордина,,
Серых,480,u,,,
Кизилов,480,m,Кизилова,,
Чекин,480,m,Чекина,,
Лукашев,480,m,Лукашева,,
Саморуков,480,m,Саморукова,,
Землякова,480,f,,,Земляков
Жердева,480,f,,,Жердев
Белавин,480,m,Белавина,,
Графов,480,m,Графова,Граф,
Аваков,479,m,Авакова,Авак,
Братухин,479,m,Братухина,,
Кедров,479,m,Кедрова,,
Ревякина,479,f,,,Ревякин
Поляк,479,u,,,
Пылаев,479,m,Пылаева,,
Сгибнев,479,m,Сгибнева,,
Бобровников,479,m,Бобровникова,,
Тухватуллина,479,f,,,Тухватуллин
Намазов,479,m,Намазова,,
Маклакова,479,f,,,Маклаков
Балыков,479,m,Балыкова,,
Жданович,478,u,,,
Абдулина,478,f,,,Абдулин
Надточий,478,u,,,
Грабовский,478,m,Грабовская,,
Дудка,478,u,,,
Вшивков,478,m,Вшивкова,,
Конова,478,f,,Кон,Конов
Хайбулаев,478,m,Хайбулаева,,
Кофанов,478,m,Кофанова,,
Москвитина,478,f,,,Москвитин
Пигарев,478,m,Пигарева,,
Колясников,478,m,Колясникова,,
Серенко,478,u,,,
Кобозев,478,m,Кобозева,,
Хамхоев,478,m,Хамхоева,,
Сухинина,478,f,,,Сухинин
Габдуллина,478,f,,,Габдуллин
Ряховский,478,m,Ряховская,,
Сайкин,478,m,Сайкина,,
Абзалов,477,m,Абзалова,Абзал,
Изместьев,477,m,Изместьева,,
Недорезов,477,m,Недорезова,,
Свешникова,477,f,,,Свешников
Леушин,477,m,Леушина,,
Давлетбаев,477,m,Давлетбаева,,
Плахов,477,m,Плахова,,
Ланских,477,u,,,
Судариков,477,m,Сударикова,,
Филипов,476,m,Филипова,Филип,
Кухтин,476,m,Кухтина,,
Клокова,476,f,,,Клоков
Мамбетов,476,m,Мамбетова,,
Сартаков,476,m,Сартакова,,
Демкина,476,f,,,Демкин
Немцева,476,f,,,Немцев
Прилуцкий,476,m,Прилуцкая,,
Гречишников,476,m,Гречишникова,,
Лысых,476,u,,,
Гиль,476,u,,,
Тишкина,475,f,,,Тишкин
Финк,475,u,,,
Немков,475,m,Немкова,,
Быченков,475,m,Быченкова,,
Пузырева,475,f,,,Пузырев
Каплина,475,f,,,Каплин
Лобач,475,u,,,
Безручко,475,u,,,
Андреянов,475,m,Андреянова,Андреян,
Шукшин,475,m,Шукшина,,
Яворская,475,f,,,Яворский
Алаев,475,m,Алаева,,
Ростов,475,m,Ростова,,
Сагитова,474,f,,Сагит,Сагитов
Смердов,474,m,Смердова,,
Лошаков,474,m,Лошакова,,
Набока,474,u,,,
Рустамова,474,f,,Рустам,Рустамов
Татаров,474,m,Татарова,Татар,
Бадамшин,474,m,Бадамшина,,
Чикина,474,f,,,Чикин
Гузев,474,m,Гузева,,
Сунцова,474,f,,,Сунцов
Пушников,474,m,Пушникова,,
Ласьков,474,m,Ласькова,,
Чудакова,473,f,,,Чудаков
Шагин,473,m,Шагина,,
Ожегов,473,m,Ожегова,,
Журов,473,m,Журова,,
Ягафаров,473,m,Ягафарова,Ягафар,
